{blob},33,19,33000
{blob},32,19,33000
{blob},37,21,33000
{blob},34,21,33000
{blob},38,23,33000
{blob},39,23,33000
{blob},40,25,33000
{blob},43,25,33000
{blob},44,27,33000
{blob},45,27,33000
{blob},48,29,33000
{blob},49,29,33000
{blob},33,38,33000
{blob},32,38,33000
{blob},37,40,33000
{blob},34,40,33000
{blob},38,42,33000
{blob},39,42,33000
{blob},40,44,33000
{blob},43,44,33000
{blob},44,46,33000
{blob},45,46,33000
{blob},48,48,33000
{blob},49,48,33000
{blob},33,57,33000
{blob},32,57,33000
{blob},37,59,33000
{blob},34,59,33000
{blob},38,61,33000
{blob},39,61,33000
{blob},40,63,33000
{blob},43,63,33000
{blob},44,65,33000
{blob},45,65,33000
{blob},48,67,33000
{blob},49,67,33000
{blob},33,76,33000
{blob},32,76,33000
{blob},37,78,33000
{blob},34,78,33000
{blob},38,80,33000
{blob},39,80,33000
{blob},40,82,33000
{blob},43,82,33000
{blob},44,84,33000
{blob},45,84,33000
{blob},48,86,33000
{blob},49,86,33000
{blob},33,95,33000
{blob},32,95,33000
{blob},37,97,33000
{blob},34,97,33000
{blob},38,99,33000
{blob},39,99,33000
{blob},40,101,33000
{blob},43,101,33000
{blob},44,103,33000
{blob},45,103,33000
{blob},48,105,33000
{blob},49,105,33000
{blob},33,114,33000
{blob},32,114,33000
{blob},37,116,33000
{blob},34,116,33000
{blob},38,118,33000
{blob},39,118,33000
{blob},40,120,33000
{blob},43,120,33000
{blob},44,122,33000
{blob},45,122,33000
{blob},48,124,33000
{blob},49,124,33000
{blob},33,133,33000
{blob},32,133,33000
{blob},37,135,33000
{blob},34,135,33000
{blob},38,137,33000
{blob},39,137,33000
{blob},40,139,33000
{blob},43,139,33000
{blob},44,141,33000
{blob},45,141,33000
{blob},48,143,33000
{blob},49,143,33000
{blob},33,152,33000
{blob},32,152,33000
{blob},37,154,33000
{blob},34,154,33000
{blob},38,156,33000
{blob},39,156,33000
{blob},40,158,33000
{blob},43,158,33000
{blob},44,160,33000
{blob},45,160,33000
{blob},48,162,33000
{blob},49,162,33000
{blob},33,171,33000
{blob},32,171,33000
{blob},37,173,33000
{blob},34,173,33000
{blob},38,175,33000
{blob},39,175,33000
{blob},40,177,33000
{blob},43,177,33000
{blob},44,179,33000
{blob},45,179,33000
{blob},48,181,33000
{blob},49,181,33000
{blob},33,190,33000
{blob},32,190,33000
{blob},37,192,33000
{blob},34,192,33000
{blob},38,194,33000
{blob},39,194,33000
{blob},40,196,33000
{blob},43,196,33000
{blob},44,198,33000
{blob},45,198,33000
{blob},48,200,33000
{blob},49,200,33000
{blob},33,209,33000
{blob},32,209,33000
{blob},37,211,33000
{blob},34,211,33000
{blob},38,213,33000
{blob},39,213,33000
{blob},40,215,33000
{blob},43,215,33000
{blob},44,217,33000
{blob},45,217,33000
{blob},48,219,33000
{blob},49,219,33000
{blob},33,228,33000
{blob},32,228,33000
{blob},37,230,33000
{blob},34,230,33000
{blob},38,232,33000
{blob},39,232,33000
{blob},40,234,33000
{blob},43,234,33000
{blob},44,236,33000
{blob},45,236,33000
{blob},48,238,33000
{blob},49,238,33000
{blob},33,247,33000
{blob},32,247,33000
{blob},37,249,33000
{blob},34,249,33000
{blob},38,251,33000
{blob},39,251,33000
{blob},40,253,33000
{blob},43,253,33000
{blob},44,255,33000
{blob},45,255,33000
{blob},48,257,33000
{blob},49,257,33000
{blob},33,266,33000
{blob},32,266,33000
{blob},37,268,33000
{blob},34,268,33000
{blob},38,270,33000
{blob},39,270,33000
{blob},40,272,33000
{blob},43,272,33000
{blob},44,274,33000
{blob},45,274,33000
{blob},48,276,33000
{blob},49,276,33000
{blob},33,285,33000
{blob},32,285,33000
{blob},37,287,33000
{blob},34,287,33000
{blob},38,289,33000
{blob},39,289,33000
{blob},40,291,33000
{blob},43,291,33000
{blob},44,293,33000
{blob},45,293,33000
{blob},48,295,33000
{blob},49,295,33000
{blob},33,304,33000
{blob},32,304,33000
{blob},37,306,33000
{blob},34,306,33000
{blob},38,308,33000
{blob},39,308,33000
{blob},40,310,33000
{blob},43,310,33000
{blob},44,312,33000
{blob},45,312,33000
{blob},48,314,33000
{blob},49,314,33000
{blob},33,323,33000
{blob},32,323,33000
{blob},37,325,33000
{blob},34,325,33000
{blob},38,327,33000
{blob},39,327,33000
{blob},40,329,33000
{blob},43,329,33000
{blob},44,331,33000
{blob},45,331,33000
{blob},48,333,33000
{blob},49,333,33000
{blob},33,342,33000
{blob},32,342,33000
{blob},37,344,33000
{blob},34,344,33000
{blob},38,346,33000
{blob},39,346,33000
{blob},40,348,33000
{blob},43,348,33000
{blob},44,350,33000
{blob},45,350,33000
{blob},48,352,33000
{blob},49,352,33000
{blob},33,361,33000
{blob},32,361,33000
{blob},37,363,33000
{blob},34,363,33000
{blob},38,365,33000
{blob},39,365,33000
{blob},40,367,33000
{blob},43,367,33000
{blob},44,369,33000
{blob},45,369,33000
{blob},48,371,33000
{blob},49,371,33000
{blob},33,380,33000
{blob},32,380,33000
{blob},37,382,33000
{blob},34,382,33000
{blob},38,384,33000
{blob},39,384,33000
{blob},40,386,33000
{blob},43,386,33000
{blob},44,388,33000
{blob},45,388,33000
{blob},48,390,33000
{blob},49,390,33000
{blob},33,399,33000
{blob},32,399,33000
{blob},37,401,33000
{blob},34,401,33000
{blob},38,403,33000
{blob},39,403,33000
{blob},40,405,33000
{blob},43,405,33000
{blob},44,407,33000
{blob},45,407,33000
{blob},48,409,33000
{blob},49,409,33000
{blob},33,418,33000
{blob},32,418,33000
{blob},37,420,33000
{blob},34,420,33000
{blob},38,422,33000
{blob},39,422,33000
{blob},40,424,33000
{blob},43,424,33000
{blob},44,426,33000
{blob},45,426,33000
{blob},48,428,33000
{blob},49,428,33000
{blob},33,437,33000
{blob},32,437,33000
{blob},37,439,33000
{blob},34,439,33000
{blob},38,441,33000
{blob},39,441,33000
{blob},40,443,33000
{blob},43,443,33000
{blob},44,445,33000
{blob},45,445,33000
{blob},48,447,33000
{blob},49,447,33000
{blob},33,456,33000
{blob},32,456,33000
{blob},37,458,33000
{blob},34,458,33000
{blob},38,460,33000
{blob},39,460,33000
{blob},40,462,33000
{blob},43,462,33000
{blob},44,464,33000
{blob},45,464,33000
{blob},48,466,33000
{blob},49,466,33000
{blob},33,475,33000
{blob},32,475,33000
{blob},37,477,33000
{blob},34,477,33000
{blob},38,479,33000
{blob},39,479,33000
{blob},40,481,33000
{blob},43,481,33000
{blob},44,483,33000
{blob},45,483,33000
{blob},48,485,33000
{blob},49,485,33000
{blob},33,494,33000
{blob},32,494,33000
{blob},37,496,33000
{blob},34,496,33000
{blob},38,498,33000
{blob},39,498,33000
{blob},40,500,33000
{blob},43,500,33000
{blob},44,502,33000
{blob},45,502,33000
{blob},48,504,33000
{blob},49,504,33000
{blob},33,513,33000
{blob},32,513,33000
{blob},37,515,33000
{blob},34,515,33000
{blob},38,517,33000
{blob},39,517,33000
{blob},40,519,33000
{blob},43,519,33000
{blob},44,521,33000
{blob},45,521,33000
{blob},48,523,33000
{blob},49,523,33000
{blob},33,532,33000
{blob},32,532,33000
{blob},37,534,33000
{blob},34,534,33000
{blob},38,536,33000
{blob},39,536,33000
{blob},40,538,33000
{blob},43,538,33000
{blob},44,540,33000
{blob},45,540,33000
{blob},48,542,33000
{blob},49,542,33000
{blob},33,551,33000
{blob},32,551,33000
{blob},37,553,33000
{blob},34,553,33000
{blob},38,555,33000
{blob},39,555,33000
{blob},40,557,33000
{blob},43,557,33000
{blob},44,559,33000
{blob},45,559,33000
{blob},48,561,33000
{blob},49,561,33000
{blob},33,570,33000
{blob},32,570,33000
{blob},37,572,33000
{blob},34,572,33000
{blob},38,574,33000
{blob},39,574,33000
{blob},40,576,33000
{blob},43,576,33000
{blob},44,578,33000
{blob},45,578,33000
{blob},48,580,33000
{blob},49,580,33000
{blob},33,589,33000
{blob},32,589,33000
{blob},37,591,33000
{blob},34,591,33000
{blob},38,593,33000
{blob},39,593,33000
{blob},40,595,33000
{blob},43,595,33000
{blob},44,597,33000
{blob},45,597,33000
{blob},48,599,33000
{blob},49,599,33000
{blob},33,608,33000
{blob},32,608,33000
{blob},37,610,33000
{blob},34,610,33000
{blob},38,612,33000
{blob},39,612,33000
{blob},40,614,33000
{blob},43,614,33000
{blob},44,616,33000
{blob},45,616,33000
{blob},48,618,33000
{blob},49,618,33000
{blob},33,627,33000
{blob},32,627,33000
{blob},37,629,33000
{blob},34,629,33000
{blob},38,631,33000
{blob},39,631,33000
{blob},40,633,33000
{blob},43,633,33000
{blob},44,635,33000
{blob},45,635,33000
{blob},48,637,33000
{blob},49,637,33000
{blob},33,646,33000
{blob},32,646,33000
{blob},37,648,33000
{blob},34,648,33000
{blob},38,650,33000
{blob},39,650,33000
{blob},40,652,33000
{blob},43,652,33000
{blob},44,654,33000
{blob},45,654,33000
{blob},48,656,33000
{blob},49,656,33000
{blob},33,665,33000
{blob},32,665,33000
{blob},37,667,33000
{blob},34,667,33000
{blob},38,669,33000
{blob},39,669,33000
{blob},40,671,33000
{blob},43,671,33000
{blob},44,673,33000
{blob},45,673,33000
{blob},48,675,33000
{blob},49,675,33000
{blob},33,684,33000
{blob},32,684,33000
{blob},37,686,33000
{blob},34,686,33000
{blob},38,688,33000
{blob},39,688,33000
{blob},40,690,33000
{blob},43,690,33000
{blob},44,692,33000
{blob},45,692,33000
{blob},48,694,33000
{blob},49,694,33000
{blob},33,703,33000
{blob},32,703,33000
{blob},37,705,33000
{blob},34,705,33000
{blob},38,707,33000
{blob},39,707,33000
{blob},40,709,33000
{blob},43,709,33000
{blob},44,711,33000
{blob},45,711,33000
{blob},48,713,33000
{blob},49,713,33000
